,PLOTNO,MONTH,YEAR,SPPNO,RAINTRT,DISPERSION,BLOCK,SUBBLOCK,DISPERSION.FOURLEVELS,FLUX.umolCO2.m2.s,FLUX.mgCO2C.m2.h,Exp.R2,Moisture.Calc,Moisture.Calc2,VWC.perc,VWC.perc2,Temp.C,PROPTOTPLOT,DryWt.g.m2,lnRootBiomass,MB.mg.gdw
2560,62,6,2022,2,50,OVER,EAST,B,OVER,13.44,580.608,0.9598,17.5644,308.5081474,NA,NA,NA,0.97,279.3524979,5.632474418,3.404243249
2561,63,6,2022,1,50,UNDER,EAST,B,FAB,10.54,455.328,0.9444,17.46192,304.9186501,NA,NA,NA,0.7,163.1118612,5.09443623,3.864956278
2562,64,6,2022,3,50,OVER,EAST,B,OVER,12.04,520.128,0.9463,17.91088,320.7996224,NA,NA,NA,1.6,186.6954878,5.229478882,3.042279248
2563,65,6,2022,1,50,UNDER,EAST,B,AST,10.34,446.688,0.9665,15.77832,248.955382,NA,NA,NA,0.5,314.1852184,5.74998268,3.409364194
2564,66,6,2022,6,50,OVER,EAST,B,OVER,10.12,437.184,0.9388,16.94464,287.1208247,NA,NA,NA,0.64,385.2321271,5.95384608,3.236926742
2565,67,6,2022,1,50,UNDER,EAST,B,POA,9.31,402.192,0.9821,17.18864,295.449345,NA,NA,NA,0.9,490.0263174,6.194459099,4.047300398
2566,68,6,2022,6,50,UNDER,EAST,B,AST,24.209999,1045.871957,0.8917,18.00848,324.3053519,NA,NA,NA,1.46,248.7628567,5.51650006,3.112042336
2567,69,6,2022,2,50,OVER,EAST,B,OVER,7.07,305.424,0.9775,15.344,235.438336,NA,NA,NA,0.1,302.6400958,5.712544297,4.59898082
2568,70,6,2022,1,50,UNDER,EAST,B,AST,7.36,317.952,0.9779,16.2712,264.7519494,NA,NA,NA,0.65,234.8495037,5.458944899,4.40283816
2569,71,6,2022,2,50,UNDER,EAST,B,AST,8.91,384.912,0.9626,15.19272,230.818741,NA,NA,NA,0.4,290.7989443,5.672632115,3.709202703
2570,72,6,2022,3,50,OVER,EAST,B,OVER,9.95,429.84,0.9476,15.81736,250.1888774,NA,NA,NA,0.37,488.8422023,6.192039743,4.965169444
2571,73,6,2022,1,50,UNDER,EAST,B,POA,8.88,383.616,0.9843,14.24112,202.8094989,NA,NA,NA,0.7,310.2381679,5.737340286,5.385235545
2572,74,6,2022,1,50,UNDER,EAST,B,FAB,6.76,292.032,0.9856,14.28504,204.0623678,NA,NA,NA,0.5,165.5787678,5.10944702,3.630484563
2573,75,6,2022,3,50,UNDER,EAST,B,AST,12.71,549.072,0.9152,15.2708,233.1973326,NA,NA,NA,0.955,271.853102,5.605261854,5.658080385
2574,76,6,2022,1,50,UNDER,EAST,B,FAB,7.28,314.496,0.9894,15.222,231.709284,NA,NA,NA,0.65,370.9240691,5.915997376,5.51225994
2575,77,6,2022,5,50,UNDER,EAST,B,POA,9.06,391.392,0.9708,14.41192,207.7034381,NA,NA,NA,0.64,965.5472244,6.872695013,4.766088775
2576,78,6,2022,2,50,UNDER,EAST,B,FAB,12.01,518.832,0.9415,14.98288,224.4866931,NA,NA,NA,0.87,230.803777,5.441567899,2.660514565
2577,79,6,2022,3,50,UNDER,EAST,B,POA,11.11,479.952,0.9577,13.82144,191.0322037,NA,NA,NA,0.34,369.8386302,5.913066776,5.569913254
2578,80,6,2022,6,50,OVER,EAST,B,OVER,15.59,673.488,0.956,14.2948,204.341307,NA,NA,NA,1.201,421.9396966,6.044862405,5.139633637
2579,81,6,2022,6,50,OVER,EAST,C,OVER,5.41,233.712,0.9997,10.42008,108.5780672,NA,NA,NA,0.665,414.7363295,6.027642968,4.033625743
2580,82,6,2022,6,50,OVER,EAST,C,OVER,10.45,451.44,0.9296,10.20048,104.0497922,NA,NA,NA,1.215,311.5209594,5.741466621,4.334929941
2581,83,6,2022,1,50,UNDER,EAST,C,FAB,26.209999,1132.271957,0.9505,10.1468,102.9575502,NA,NA,NA,0.8,138.1467669,4.928316648,1.858307614
2582,84,6,2022,2,50,UNDER,EAST,C,POA,6.26,270.432,0.9827,9.57584,91.69671171,NA,NA,NA,0.4,216.0023377,5.37528923,2.840445741
2583,85,6,2022,3,50,OVER,EAST,C,OVER,12.91,557.712,0.97,10.0492,100.9864206,NA,NA,NA,0.65,744.5123973,6.612729504,3.95682803
2584,86,6,2022,2,50,UNDER,EAST,C,POA,11.32,489.024,0.9518,9.87352,97.48639719,NA,NA,NA,0.9,986.6639444,6.8943295,4.299845976
2585,87,6,2022,5,50,UNDER,EAST,C,POA,7.99,345.168,0.9797,9.84912,97.00516477,NA,NA,NA,0.475,688.9576618,6.53517982,4.279962554
2586,88,6,2022,2,50,UNDER,EAST,C,AST,13.4,578.88,0.9842,10.27856,105.6487957,NA,NA,NA,0.97,659.0587544,6.490812687,4.501958745
2587,89,6,2022,3,50,OVER,EAST,C,OVER,9.14,394.848,0.9349,10.0736,101.477417,NA,NA,NA,0.88,529.5954985,6.272113505,4.212130178
2588,90,6,2022,3,50,UNDER,EAST,C,FAB,8.93,385.776,0.9449,10.62016,112.7877984,NA,NA,NA,1.265,208.3055892,5.33900618,3.874996944
2589,92,6,2022,2,50,OVER,EAST,C,OVER,16.389999,708.0479568,0.9831,10.57624,111.8568525,NA,NA,NA,0.9,2183.409651,7.688642994,5.451390578
2590,93,6,2022,1,50,UNDER,EAST,C,AST,12.1,522.72,0.9777,11.28384,127.3250451,NA,NA,NA,0.8,213.0420498,5.361489563,3.731646381
2591,94,6,2022,2,50,OVER,EAST,C,OVER,13.39,578.448,0.9748,11.65472,135.8324983,NA,NA,NA,1.2,167.0589117,5.118346515,4.02643692
2592,95,6,2022,1,50,UNDER,EAST,C,AST,9.41,406.512,0.9621,10.53232,110.9297646,NA,NA,NA,0.3,558.5076433,6.325268304,5.777672883
2593,96,6,2022,2,50,UNDER,EAST,C,FAB,8.35,360.72,0.9986,10.99592,120.9102566,NA,NA,NA,1.2,443.4511217,6.094587585,4.140623376
2594,97,6,2022,6,50,UNDER,EAST,C,FAB,10.31,445.392,0.9823,11.81088,139.4968864,NA,NA,NA,1.665,1028.50268,6.935859315,4.51021426
2595,98,6,2022,1,50,UNDER,EAST,C,POA,8.48,366.336,0.9681,11.16184,124.5866722,NA,NA,NA,0.05,870.3246315,6.768866282,4.99687531
2596,99,6,2022,2,50,OVER,EAST,C,OVER,18.77,810.864,0.8765,11.3668,129.2041422,NA,NA,NA,0.3,344.8735359,5.843177787,5.054497775
2597,100,6,2022,1,50,UNDER,EAST,C,FAB,9.02,389.664,0.9722,12.37208,153.0683635,NA,NA,NA,1.1,253.4993173,5.53536113,3.977271565
2598,101,6,2022,6,150,OVER,EAST,C,OVER,8.55,369.36,0.9662,11.37656,129.4261174,NA,NA,NA,0.85,240.3753744,5.482201761,4.753258419
2599,102,6,2022,6,150,OVER,EAST,C,OVER,11.43,493.776,0.9736,12.0256,144.6150554,NA,NA,NA,0.955,353.1623419,5.866927843,4.588596971
2600,103,6,2022,1,150,UNDER,EAST,C,FAB,14.25,615.6,0.9881,12.69416,161.1416981,NA,NA,NA,0.95,311.7183119,5.742099934,3.621510265
2601,104,6,2022,2,150,UNDER,EAST,C,POA,14.6,630.72,0.9918,12.13784,147.3271599,NA,NA,NA,0.25,83.97349902,4.430501261,3.681873085
2602,105,6,2022,3,150,OVER,EAST,C,OVER,27.98,1208.736,0.9841,12.53312,157.0790969,NA,NA,NA,1.1,739.874613,6.60648073,3.79652152
2603,106,6,2022,2,150,UNDER,EAST,C,POA,9.11,393.552,0.9983,12.09392,146.262901,NA,NA,NA,0.9,984.3943904,6.89202662,NA
2604,107,6,2022,5,150,UNDER,EAST,C,POA,11.24,485.568,0.9881,12.4404,154.7635522,NA,NA,NA,0.885,673.3668124,6.512290222,4.51320784
2605,108,6,2022,2,150,UNDER,EAST,C,AST,24.379999,1053.215957,0.9578,12.56728,157.9365266,NA,NA,NA,1.02,560.283816,6.32844347,3.048678252
2606,109,6,2022,3,150,OVER,EAST,C,OVER,13.66,590.112,0.9674,12.3184,151.7429786,NA,NA,NA,0.65,122.75327,4.810176406,4.22415191
2607,110,6,2022,3,150,UNDER,EAST,C,FAB,12.76,551.232,0.93,12.65512,160.1520622,NA,NA,NA,0.92,138.0480906,4.927602107,3.430711328
2608,112,6,2022,2,150,OVER,EAST,C,OVER,7.61,328.752,0.978,12.88448,166.0098249,NA,NA,NA,0.7,275.7014762,5.619318672,4.05909022
2609,113,6,2022,1,150,UNDER,EAST,C,AST,11.56,499.392,0.9811,12.32816,151.983529,NA,NA,NA,0.4,71.93499505,4.275762865,4.342236242
2610,114,6,2022,2,150,OVER,EAST,C,OVER,10.97,473.904,0.9623,13.2212,174.8001294,NA,NA,NA,1.1,515.2874405,6.244724882,3.246849502
2611,115,6,2022,1,150,UNDER,EAST,C,AST,8.34,360.288,0.9589,12.7088,161.5135974,NA,NA,NA,0.25,204.3585387,5.319875994,4.673618157
2612,116,6,2022,2,150,UNDER,EAST,C,FAB,12.36,533.952,0.9797,13.23584,175.1874605,NA,NA,NA,0.97,386.1202135,5.956148755,4.018268196
2613,117,6,2022,6,150,UNDER,EAST,C,FAB,10.92,471.744,0.9825,12.98696,168.66113,NA,NA,NA,1.765,805.8890323,6.691946056,3.874809337
2614,118,6,2022,1,150,UNDER,EAST,C,POA,6.71,289.872,0.9875,11.928,142.277184,NA,NA,NA,0.05,146.5342492,4.987259184,3.877632301
2615,119,6,2022,2,150,OVER,EAST,C,OVER,9.64,416.448,0.971,11.85968,140.6520097,NA,NA,NA,0.14,258.0384253,5.553108509,3.734283191
2616,120,6,2022,1,150,UNDER,EAST,C,FAB,10.45,451.44,0.9572,12.32816,151.983529,NA,NA,NA,0.85,457.0684459,6.124833152,3.686959471
2617,121,6,2022,6,150,UNDER,WEST,D,AST,12.57,543.024,0.9776,10.69336,114.3479481,NA,NA,NA,0.59,313.6918371,5.748411094,4.147404564
2618,122,6,2022,1,150,UNDER,WEST,D,FAB,5.06,218.592,0.9997,10.20536,104.1493727,NA,NA,NA,0.65,147.4223355,4.993301498,4.154601414
2619,123,6,2022,1,150,UNDER,WEST,D,FAB,3.19,137.808,0.9992,10.27368,105.5485007,NA,NA,NA,0.75,676.228424,6.516530924,3.259013064
2620,124,6,2022,2,150,UNDER,WEST,D,FAB,14.18,612.576,0.9998,10.53232,110.9297646,NA,NA,NA,0.55,202.582366,5.31114655,3.06549465
2621,125,6,2022,2,150,OVER,WEST,D,OVER,4.21,181.872,0.9998,11.1472,124.2600678,NA,NA,NA,0.75,122.8519463,4.810979942,3.025225096
2622,126,6,2022,1,150,UNDER,WEST,D,AST,8.04,347.328,0.9998,10.71776,114.8703794,NA,NA,NA,0.35,1029.785471,6.937105779,3.601459453
2623,127,6,2022,6,150,OVER,WEST,D,OVER,9.11,393.552,0.9999,11.08864,122.957937,NA,NA,NA,1.53,31.87243265,3.461741456,2.939869081
2624,128,6,2022,5,150,OVER,WEST,D,OVER,5.58,241.056,0.9997,10.92272,119.3058122,NA,NA,NA,1.255,787.8312764,6.669283951,3.261129127
2625,129,6,2022,3,150,UNDER,WEST,D,FAB,5.36,231.552,0.9997,11.67912,136.401844,NA,NA,NA,1.075,93.15039139,4.534215299,3.865079822
2626,130,6,2022,1,150,UNDER,WEST,D,AST,5.15,222.48,0.9998,11.8792,141.1153926,NA,NA,NA,0.25,371.2200979,5.916795142,3.472249803
2627,131,6,2022,3,150,UNDER,WEST,D,AST,8.05,347.76,0.9999,12.3428,152.3447118,NA,NA,NA,0.34,60.48854865,4.102454069,2.687496191
2628,132,6,2022,2,150,OVER,WEST,D,OVER,7.99,345.168,0.9999,12.95768,167.901471,NA,NA,NA,0.25,619.0948682,6.428258521,3.731595181
2629,133,6,2022,2,150,OVER,WEST,D,OVER,11.28,487.296,0.9999,13.026,169.676676,NA,NA,NA,0.725,273.6292747,5.611774178,4.600905113
2630,134,6,2022,2,150,OVER,WEST,D,OVER,7.25,313.2,0.9998,13.28464,176.4816599,NA,NA,NA,1.17,741.1574044,6.608213024,4.715393195
2631,135,6,2022,2,150,UNDER,WEST,D,AST,5.29,228.528,0.9997,12.6844,160.8940034,NA,NA,NA,0.225,93.6437727,4.539497931,4.631679067
2632,136,6,2022,1,150,UNDER,WEST,D,POA,6.57,283.824,0.9998,13.5872,184.6120038,NA,NA,NA,0.9,123.1479751,4.813386682,4.354981974
2633,137,6,2022,2,150,UNDER,WEST,D,POA,8.83,381.456,0.9998,13.08456,171.2057104,NA,NA,NA,0.53,304.1202397,5.717423149,3.987342755
2634,138,6,2022,6,150,UNDER,WEST,D,FAB,8.27,357.264,0.9998,13.32856,177.6505117,NA,NA,NA,1.695,189.2610706,5.243127388,3.354681515
2635,139,6,2022,3,150,OVER,WEST,D,OVER,13.15,568.08,0.9999,13.28952,176.6113418,NA,NA,NA,1.21,74.99395917,4.317407566,3.263912692
2636,140,6,2022,1,150,UNDER,WEST,D,POA,5.94,256.608,0.9998,12.6356,159.6583874,NA,NA,NA,0.25,440.5895101,6.088113626,3.609802753
2637,141,6,2022,6,50,UNDER,WEST,D,AST,9.43,407.376,0.9998,13.46032,181.1802145,NA,NA,NA,1.345,529.1021172,6.271181451,5.379830436
2638,142,6,2022,1,50,UNDER,WEST,D,FAB,8.52,368.064,0.9998,12.98696,168.66113,NA,NA,NA,0.75,297.3115776,5.694780672,3.434150664
2639,143,6,2022,1,50,UNDER,WEST,D,FAB,9.94,429.408,0.9998,13.03576,169.9310388,NA,NA,NA,0.85,338.9529602,5.825861337,3.907170889
2640,144,6,2022,2,50,UNDER,WEST,D,FAB,7.81,337.392,0.9998,13.24072,175.3166661,NA,NA,NA,0.65,383.8506595,5.950253569,3.834303193
2641,145,6,2022,2,50,OVER,WEST,D,OVER,7.14,308.448,0.9998,13.55792,183.8171947,NA,NA,NA,0.46,94.82788785,4.552063542,4.365348928
2642,146,6,2022,1,50,UNDER,WEST,D,AST,3.18,137.376,0.9989,12.9772,168.4077198,NA,NA,NA,0.25,173.2755162,5.154882907,3.270877235
2643,147,6,2022,6,50,OVER,WEST,D,OVER,8.22,355.104,0.9998,13.6848,187.273751,NA,NA,NA,1.29,800.7578667,6.685558613,3.521504859
2644,148,6,2022,5,50,OVER,WEST,D,OVER,8.25,356.4,0.9999,13.53352,183.1561636,NA,NA,NA,1.165,1953.691313,7.577475843,4.523537166
2645,149,6,2022,3,50,UNDER,WEST,D,FAB,3.14,135.648,0.9995,13.89464,193.0610207,NA,NA,NA,0.42,620.6736884,6.430805482,3.372806133
2646,150,6,2022,1,50,UNDER,WEST,D,AST,9.2,397.44,0.9999,13.94344,194.419519,NA,NA,NA,0.7,838.0574938,6.731086706,4.747200511
2647,151,6,2022,3,50,UNDER,WEST,D,AST,6.86,296.352,0.9999,14.01176,196.3294183,NA,NA,NA,0.63,572.32232,6.349702329,3.255561562
2648,152,6,2022,2,50,OVER,WEST,D,OVER,9.36,404.352,0.9998,15.29032,233.7938857,NA,NA,NA,1.15,484.1057417,6.182303357,4.420794164
2649,153,6,2022,2,50,OVER,WEST,D,OVER,7.49,323.568,0.9999,16.11016,259.5372552,NA,NA,NA,0.625,401.1190053,5.994258155,4.368092669
2650,154,6,2022,2,50,OVER,WEST,D,OVER,4.87,210.384,0.9997,16.79336,282.0169401,NA,NA,NA,1.02,209.6870569,5.345616214,3.934944289
2651,155,6,2022,2,50,UNDER,WEST,D,AST,6.75,291.6,0.9999,15.0756,227.2737154,NA,NA,NA,0.25,393.0275518,5.973879716,3.572157461
2652,156,6,2022,1,50,UNDER,WEST,D,POA,10.55,455.76,0.9998,15.50992,240.5576184,NA,NA,NA,0.4,432.5967329,6.069805961,4.521113563
2653,157,6,2022,2,50,UNDER,WEST,D,POA,8.77,378.864,0.9998,16.84704,283.8227568,NA,NA,NA,0.76,561.5666074,6.330730391,5.488286684
2654,158,6,2022,6,50,UNDER,WEST,D,FAB,6.95,300.24,0.9998,17.16912,294.7786816,NA,NA,NA,1.315,88.61128334,4.484259201,3.719337105
2655,159,6,2022,3,50,OVER,WEST,D,OVER,9.02,389.664,0.9998,16.62744,276.471761,NA,NA,NA,1.15,675.6363664,6.515655012,6.501167542
2656,160,6,2022,1,50,UNDER,WEST,D,POA,6.78,292.896,0.9998,16.18336,261.9011409,NA,NA,NA,0.8,369.6412777,5.912533016,5.134307855
2657,161,6,2022,1,50,UNDER,WEST,E,FAB,6.87,296.784,0.9999,17.1984,295.7849626,NA,NA,NA,1,113.8724064,4.735078579,3.59004111
2658,162,6,2022,1,50,UNDER,WEST,E,FAB,7.71,333.072,0.9996,16.62744,276.471761,NA,NA,NA,0.175,85.0589379,4.443344403,4.098580282
2659,163,6,2022,3,50,OVER,WEST,E,OVER,10.63,459.216,0.9998,17.0032,289.1088102,NA,NA,NA,0.75,155.9084941,5.049269259,4.554763361
2660,164,6,2022,5,50,OVER,WEST,E,OVER,9.76,421.632,0.9999,17.91576,320.9744564,NA,NA,NA,1.52,161.0396597,5.081650668,4.547403339
2661,165,6,2022,3,50,UNDER,WEST,E,AST,4.25,183.6,0.9997,19.16016,367.1117312,NA,NA,NA,0.67,1550.796135,7.346523714,4.602495741
2662,166,6,2022,3,50,UNDER,WEST,E,POA,8.5,367.2,0.9995,NA,NA,NA,NA,NA,0.88,351.8795505,5.863288931,4.718023706
2663,167,6,2022,1,50,UNDER,WEST,E,AST,7.49,323.568,0.9998,17.77424,315.9236076,NA,NA,NA,0.07,74.10587281,4.305494784,3.917398297
2664,168,6,2022,1,50,UNDER,WEST,E,AST,9.36,404.352,0.9999,18.41352,339.0577188,NA,NA,NA,1,767.0105851,6.642500602,3.862481508
2665,169,6,2022,2,50,OVER,WEST,E,OVER,4.73,204.336,0.9996,18.37448,337.6215153,NA,NA,NA,0.32,198.3392868,5.289979134,4.180157175
2666,170,6,2022,6,50,UNDER,WEST,E,AST,8.23,355.536,0.9997,19.35048,374.4410762,NA,NA,NA,0.69,534.8253404,6.281940227,NA
2667,171,6,2022,3,50,OVER,WEST,E,OVER,6.75,291.6,0.9997,19.28216,371.8016943,NA,NA,NA,1.05,289.7135054,5.668892522,5.435694316
2668,172,6,2022,2,50,OVER,WEST,E,OVER,7.25,313.2,0.9998,18.35984,337.0837248,NA,NA,NA,0.245,133.6076588,4.894907586,4.390450626
2669,173,6,2022,2,50,UNDER,WEST,E,AST,3.41,147.312,0.9997,16.81776,282.8370514,NA,NA,NA,0.31,383.3572781,5.948967395,4.143251674
2670,175,6,2022,1,50,UNDER,WEST,E,FAB,7.1,306.72,0.9998,17.39848,302.7071063,NA,NA,NA,0.65,441.5762728,6.090350763,4.819544122
2671,176,6,2022,2,50,UNDER,WEST,E,FAB,8.91,384.912,0.9998,18.84784,355.2410727,NA,NA,NA,1.65,151.5667385,5.021026046,4.188130366
2672,177,6,2022,1,50,UNDER,WEST,E,POA,7.88,340.416,0.9999,15.97352,255.1533412,NA,NA,NA,0.125,247.0853602,5.509733865,5.014600244
2673,178,6,2022,5,50,UNDER,WEST,E,POA,12.79,552.528,0.9998,17.5156,306.7962434,NA,NA,NA,0.94,488.743526,6.191837865,5.444003944
2674,179,6,2022,2,50,UNDER,WEST,E,POA,8.49,366.768,0.9999,16.9056,285.7993114,NA,NA,NA,0.37,333.1310607,5.808535988,5.105560449
2675,180,6,2022,6,50,OVER,WEST,E,OVER,11.24,485.568,0.9999,18.04264,325.5368582,NA,NA,NA,1.445,1277.857594,7.1529402,6.030134083
2676,181,6,2022,1,150,UNDER,WEST,E,FAB,19.18,828.576,0.9998,18.07192,326.5942925,NA,NA,NA,0.85,139.7255871,4.939680407,4.330688243
2677,182,6,2022,1,150,UNDER,WEST,E,FAB,5.63,243.216,0.9997,16.77872,281.5254448,NA,NA,NA,0.15,279.747203,5.633886349,3.455473481
2678,183,6,2022,3,150,OVER,WEST,E,OVER,7.96,343.872,0.9984,NA,NA,NA,NA,NA,0.45,312.1130169,5.743365356,4.988704764
2679,184,6,2022,5,150,OVER,WEST,E,OVER,11.52,497.664,0.7016,18.73072,350.8398717,NA,NA,NA,1.39,411.6773654,6.020239949,5.053921108
2680,185,6,2022,3,150,UNDER,WEST,E,AST,7.9,341.28,0.9998,19.69208,387.7780147,NA,NA,NA,1.01,446.7074384,6.10190388,3.607543181
2681,186,6,2022,3,150,UNDER,WEST,E,POA,7.54,325.728,0.9999,18.53552,343.5655017,NA,NA,NA,0.85,1555.13789,7.349319496,4.631107646
2682,188,6,2022,1,150,UNDER,WEST,E,AST,13.6,587.52,0.9999,18.9308,358.3751886,NA,NA,NA,0.9,392.4354943,5.972372178,3.58716853
2683,189,6,2022,2,150,OVER,WEST,E,OVER,7.20701,311.342832,0.999767,NA,NA,NA,NA,NA,0.3,673.8601937,6.513022662,4.563037585
2684,190,6,2022,6,150,UNDER,WEST,E,AST,16.33,705.456,0.9998,21.04384,442.8432019,NA,NA,NA,1.081,1625.09936,7.393324238,4.451031865
2685,191,6,2022,3,150,OVER,WEST,E,OVER,13.89,600.048,0.9998,21.55136,464.4611178,NA,NA,NA,1.25,632.2188111,6.449235554,4.152538987
2686,192,6,2022,2,150,OVER,WEST,E,OVER,10.43,450.576,0.9999,20.18008,407.2356288,NA,NA,NA,0.475,186.7941641,5.230007284,4.377098045
2687,193,6,2022,2,150,UNDER,WEST,E,AST,9.68,418.176,0.9999,NA,NA,NA,NA,NA,0.48,76.77013189,4.340815657,4.735936748
2688,196,6,2022,2,150,UNDER,WEST,E,FAB,11.03,476.496,0.9999,NA,NA,NA,NA,NA,1.55,309.9421392,5.736385632,3.306866629
2689,197,6,2022,1,150,UNDER,WEST,E,POA,10.03,433.296,0.9999,NA,NA,NA,NA,NA,0.05,384.2453645,5.951281319,NA
2690,198,6,2022,5,150,UNDER,WEST,E,POA,11.88,513.216,0.9998,20.07272,402.9140882,NA,NA,NA,1.035,993.5712828,6.901305809,5.171121681
2691,199,6,2022,2,150,UNDER,WEST,E,POA,7.91,341.712,0.9998,NA,NA,NA,NA,NA,0.49,142.1924936,4.957181728,2.945845366
2692,200,6,2022,6,150,OVER,WEST,E,OVER,9.41,406.512,0.9995,NA,NA,NA,NA,NA,1.19,386.6135948,5.957425731,3.988971285
2693,201,6,2022,1,150,UNDER,WEST,F,AST,9.53,411.696,0.9811,10.53232,110.9297646,NA,NA,NA,0.85,271.2610444,5.603081621,3.696518467
2694,202,6,2022,6,150,OVER,WEST,F,OVER,16.690001,721.0080432,0.9536,10.15168,103.0566068,NA,NA,NA,0.71,298.199664,5.697763276,4.370768237
2695,203,6,2022,1,150,UNDER,WEST,F,POA,10.23,441.936,0.9449,10.03944,100.7903555,NA,NA,NA,0.65,326.81578,5.789396648,3.547376846
2696,204,6,2022,2,150,UNDER,WEST,F,FAB,6.53,282.096,0.9839,9.81008,96.23766961,NA,NA,NA,0.12,60.29119612,4.099186092,4.130597277
2697,205,6,2022,2,150,OVER,WEST,F,OVER,9.23,398.736,0.9997,10.65432,113.5145347,NA,NA,NA,1.2,182.1563798,5.204865548,4.568244806
2698,206,6,2022,1,150,UNDER,WEST,F,POA,4.77,206.064,0.9552,10.7324,115.1844098,NA,NA,NA,0.85,382.3705155,5.946390074,3.58133319
2699,207,6,2022,2,150,UNDER,WEST,F,POA,15.54,671.328,0.9616,10.52256,110.724269,NA,NA,NA,0.81,599.6556446,6.396355565,3.425236505
2700,208,6,2022,1,150,UNDER,WEST,F,AST,14.07,607.824,0.9256,9.98088,99.61796557,NA,NA,NA,0.25,194.4909125,5.27038544,4.545473053
2701,209,6,2022,5,150,UNDER,WEST,F,POA,13.72,592.704,0.9999,10.16632,103.3540623,NA,NA,NA,0.82,827.992515,6.719004114,5.125311751
2702,210,6,2022,1,150,UNDER,WEST,F,FAB,8.06,348.192,0.9999,9.20008,84.64147201,NA,NA,NA,0.1,161.9277461,5.087150224,3.614815687
2703,211,6,2022,2,150,UNDER,WEST,F,AST,13.62,588.384,0.9937,10.15168,103.0566068,NA,NA,NA,1,634.9817464,6.453596253,3.257409897
2704,212,6,2022,2,150,OVER,WEST,F,OVER,9.79,422.928,0.9996,10.0248,100.496615,NA,NA,NA,1.65,281.0299944,5.638461405,3.484867239
2705,213,6,2022,3,150,OVER,WEST,F,OVER,4.64,200.448,0.9996,9.18056,84.28268191,NA,NA,NA,0.65,689.056338,6.535323035,4.160290567
2706,214,6,2022,6,150,OVER,WEST,F,OVER,13.91,600.912,0.9997,9.1952,84.55170304,NA,NA,NA,0.736,156.8952567,5.055578428,4.799596179
2707,215,6,2022,3,150,UNDER,WEST,F,FAB,7.76,335.232,0.9998,9.61,92.3521,NA,NA,NA,0.72,83.67747023,4.426969768,3.480867867
2708,216,6,2022,2,150,OVER,WEST,F,OVER,10.25,442.8,0.9999,9.69296,93.95347356,NA,NA,NA,1.2,457.1671222,6.125049018,2.9397903
2709,217,6,2022,6,150,UNDER,WEST,F,FAB,7.73,333.936,0.9999,9.75152,95.09214231,NA,NA,NA,0.95,221.4295321,5.400104399,2.734424307
2710,218,6,2022,1,150,UNDER,WEST,F,POA,5.06,218.592,0.9996,9.2684,85.90323856,NA,NA,NA,0.55,1002.35347,6.910105984,4.054548833
2711,219,6,2022,1,150,UNDER,WEST,F,FAB,6.81,294.192,0.9999,9.50752,90.39293655,NA,NA,NA,0.85,342.2092769,5.835422471,1.231790715
2712,220,6,2022,3,150,OVER,WEST,F,OVER,4.54,196.128,0.9995,9.85888,97.19751485,NA,NA,NA,0.8,305.5017074,5.721955367,3.694736118
2713,221,6,2022,1,50,UNDER,WEST,F,AST,5.36,231.552,0.9852,12.15248,147.6827702,NA,NA,NA,0.5,843.3860119,6.737424756,5.073688245
2714,222,6,2022,6,50,OVER,WEST,F,OVER,15.34,662.688,0.9797,12.2208,149.3479526,NA,NA,NA,1.31,400.5269477,5.992781049,4.540587665
2715,223,6,2022,1,50,UNDER,WEST,F,POA,10.85,468.72,0.945,12.20128,148.8712336,NA,NA,NA,0.75,183.9325525,5.214569128,4.038220303
2716,224,6,2022,2,50,UNDER,WEST,F,FAB,9.37,404.784,0.9787,11.28872,127.4351992,NA,NA,NA,0.09,73.80984403,4.301492111,3.532530286
2717,225,6,2022,2,50,OVER,WEST,F,OVER,4.83,208.656,0.9621,11.8548,140.536283,NA,NA,NA,0.6,276.7869151,5.623247951,5.169710771
2718,226,6,2022,1,50,UNDER,WEST,F,POA,9.01,389.232,0.9861,12.12808,147.0903245,NA,NA,NA,0.75,736.4209438,6.60180189,6.853722212
2719,227,6,2022,2,50,UNDER,WEST,F,POA,10.95,473.04,0.9592,11.54736,133.341523,NA,NA,NA,0.34,808.9479964,6.695734634,5.139021614
2720,228,6,2022,1,50,UNDER,WEST,F,AST,6.87,296.784,0.9728,11.8304,139.9583642,NA,NA,NA,0.35,155.6124653,5.04736872,4.303572843
2721,229,6,2022,5,50,UNDER,WEST,F,POA,6.92,298.944,0.9735,11.67912,136.401844,NA,NA,NA,0.62,1703.053607,7.440178158,4.618657618
2722,230,6,2022,1,50,UNDER,WEST,F,FAB,7.3,315.36,0.7518,11.51808,132.6661669,NA,NA,NA,0.06,99.66302469,4.601794742,3.839515063
2723,231,6,2022,2,50,UNDER,WEST,F,AST,8.39,362.448,0.9817,12.30376,151.3825101,NA,NA,NA,1,108.050507,4.682598775,4.365677159
2724,232,6,2022,2,50,OVER,WEST,F,OVER,13.32,575.424,0.9634,12.64536,159.9051295,NA,NA,NA,1.4,195.6750277,5.276455261,4.99230783
2725,233,6,2022,3,50,OVER,WEST,F,OVER,12.9,557.28,0.9127,11.6108,134.8106766,NA,NA,NA,1.95,126.4042917,4.839485434,5.749432958
2726,234,6,2022,6,50,OVER,WEST,F,OVER,10.69,461.808,0.9641,11.9036,141.695693,NA,NA,NA,0.815,323.066082,5.777856891,6.304101013
